source_id,ra,dec,parallax,parallax_error,pmra,pmdec,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,radial_velocity,l,b,distance_pc,bp_rp
2945493725559194112,101.29171372558564,-18.268375418395575,6.159718989510709,0.04916079,-1.1578623319802293,-21.81541736248823,6.6243157,7.1144648,5.9669843,10.554508,228.64961136448974,-9.558740305162694,162.34506829010945,1.1474805
600391524100116480,124.41998818049309,9.164600502898734,1.9139464632546954,0.021916512,7.34889688429007,-24.385866889892714,6.633154,7.5740647,5.675152,20.405678,214.40917115778353,23.29754994905905,522.4806540823951,1.8989129
3389975497271772928,82.8988870143152,14.928874276712817,2.665715715642751,0.05096231,4.071491773682266,-7.019629385550853,6.654727,6.622537,6.66228,14.002569,190.2439312845166,-10.142279877163036,375.1337751928594,-0.039742947
3231669290573027200,72.68913801556599,1.1476732421768983,8.511304460299591,0.034880947,4.186817025471244,-20.89693691013188,6.6552224,6.6738825,6.5922794,-18.667723,196.9874837135533,-25.980215382007774,117.49080351483524,0.08160305
3030029303408846976,114.17185095928112,-14.443610246120175,2.1001314922470633,0.039421853,-7.206519902971991,1.0496112174098937,6.6696906,6.649329,6.659118,50.235577,230.93561162586585,3.1715480035817074,476.16066122128234,-0.00978899
3006006692319106176,92.19035591379395,-7.936442098962291,8.113114413132987,0.025910152,-7.167049782442729,-18.946308404077847,6.675328,6.7002172,6.5969224,37.715656,215.2426157036244,-13.070590154539358,123.25722886161502,0.10329485
3220475746805801856,80.96384312613758,-0.8666227280231097,19.527968799332335,0.08681835,-5.86117880617356,-0.47222485137342574,6.7000012,6.921456,6.285598,,203.3532251840725,-19.800767197363243,51.20860291594639,0.63585806
3151642195739463424,117.41728504982372,12.148606268385128,3.9999142566642525,0.02073215,-21.195481399881864,-35.01690531518704,6.7293463,7.3431425,5.9801626,51.805237,208.38501800922324,18.340013247759178,250.00535907336044,1.3629799
3281991773112186752,71.82474626401184,5.788140799777962,5.368006335836288,0.044265788,14.674128467962227,-17.857580649591185,6.7508144,6.7509465,6.710088,,192.14285749987235,-24.237168381384375,186.2889008390503,0.040858746
3031600299366463360,111.27821397310012,-14.883208686327379,7.449723004412169,0.033865724,-19.728945055654073,3.551597912662783,6.7534556,6.7633176,6.702317,8.396233,229.9769828957667,0.5047481615601531,134.23317879171353,0.061000347
3441831935968581120,85.26031458176521,28.106306027060633,2.038889186472779,0.06016725,4.755007047652429,-15.12802049889264,6.7545056,9.875406,5.193896,-22.278996,180.17813476588853,-1.2916928351676948,490.46314367382166,4.6815104
599971407578142720,127.97701810505832,9.81403584412354,4.291101600656951,0.04144253,-8.860133058064452,-14.280128178628342,6.7709675,6.744243,6.7798314,,215.43633810588992,26.741990157770324,233.04039220299603,-0.035588264
3157431296260011264,103.2379594471426,8.664316013667742,4.367668343193305,0.021760492,-6.042764599957901,-12.610158148917392,6.8009458,7.455931,6.025251,-20.195715,205.3779487211321,4.272701888749903,228.9551132146807,1.4306803
3370343992036597888,93.86630124930277,17.750106759467922,1.7073465313127691,0.034218356,9.278636369213844,-14.591977111573796,6.8103027,8.693922,5.503553,-63.10116,193.10261144480896,0.3733768062747249,585.7041799423727,3.1903691
3448522051911918464,85.74270954710465,33.31444613575151,7.8878745060792586,0.02441333,-3.1056429863735713,-23.62819404492631,6.822104,7.0343122,6.454808,3.3020918,175.97161103550087,1.8077142785287412,126.7768648232538,0.579504
2994262082771913472,91.0544202241819,-14.084122015856549,10.564339798724143,0.1115324,6.532311182956939,43.5568297879786,6.8336725,7.0551715,6.454178,46.53412,220.4971060444473,-16.712209308801164,94.65806846924501,0.60099363
2992954630306470656,92.02655876190872,-15.901386658998131,21.606434461144588,0.017131552,-38.03083467264049,-33.552847805655404,6.842538,7.063098,6.4663415,-7.530729,222.62941896308251,-16.60669704796048,46.28250912006449,0.59675646
3289939318035728256,76.11883413927923,7.830226484787765,5.589828098311553,0.020968147,19.546569864432776,-11.681693446318276,6.853942,7.392669,6.1552057,11.536091,192.78938924686807,-19.547990965666067,178.89637792297353,1.2374635
3368870474658172288,96.65720315036319,15.523692756736995,2.221519106717737,0.035774983,-3.0574325448568187,-1.4805058365211938,6.920029,6.8940463,6.936096,8.02568,196.32620969330898,1.684305233687828,450.1424259535115,-0.042049885
2995725777563537792,89.10103276512667,-14.16708077541103,66.85733766272052,0.17594825,-41.4740727699853,139.22152520681215,3.635856,3.8544617,3.3150194,-1.8705802,219.75460448156917,-18.471306446517524,14.957221375531939,0.5394423
3015112126066981376,80.98671811819419,-7.8082568853521925,19.45004933376947,0.14239872,-14.338617837878951,-43.71485804389538,3.8751557,4.372749,3.2218924,-18.166475,209.9814109006317,-22.981701710555974,51.413751340146206,1.1508565
3235897703054775936,81.70929343540975,3.0956682931066135,2.9942780022218387,0.15331578,1.0309516543118633,-1.0186859139323179,4.5534735,4.446615,4.7654867,,200.08708012973815,-17.219119570843738,333.97032582077276,-0.3188715
3439982557414960384,93.08381636766315,32.693366587694676,4.098152897405445,0.13821581,-7.218547075813319,-3.368445292664023,4.9585433,6.0321455,3.9477324,-54.131577,179.5791856974165,6.8415860924088125,244.01236972712843,2.084413
